product,participant,net,net_prev,change
TOPIX先物,みずほ証券,3716,3237,479
TOPIX先物,インタラクティブ証券,72,178,-106
TOPIX先物,ゴールドマン証券,1306,-142,1448
TOPIX先物,サスケハナ・ホンコン,3,0,3
TOPIX先物,シティグループ証券,10760,10562,198
TOPIX先物,ソシエテＧ証券,12388,12701,-313
TOPIX先物,ドイツ証券,507,2667,-2160
TOPIX先物,バークレイズ証券,-16560,-15695,-865
TOPIX先物,ビーオブエー証券,9798,7465,2333
TOPIX先物,フィリップ証券,39,35,4
TOPIX先物,モルガンＭＵＦＧ証券,20224,20405,-181
TOPIX先物,三田証券,-14,0,-14
TOPIX先物,三菱ＵＦＪ証券,-4822,-5412,590
TOPIX先物,三菱ＵＦＪｅスマート,145,135,10
TOPIX先物,光世証券,-23,-19,-4
TOPIX先物,大和証券,-2496,-3876,1380
TOPIX先物,岡三証券,-189,-87,-102
TOPIX先物,広田証券,-16,-64,48
TOPIX先物,日産証券,1230,1209,21
TOPIX先物,東海東京証券,-33,-31,-2
TOPIX先物,松井証券,254,229,25
TOPIX先物,野村証券,-18305,-15111,-3194
TOPIX先物,ＡＢＮクリアリン証券,-1279,-1919,640
TOPIX先物,ＢＮＰパリバ証券,-21849,-21059,-790
TOPIX先物,ＨＳＢＣ証券,-18842,-18973,131
TOPIX先物,ＪＰモルガン証券,36246,36185,61
TOPIX先物,ＳＢＩ証券,-7788,-7732,-56
TOPIX先物,ＳＭＢＣ日興証券,-3384,-3911,527
TOPIX先物,ＵＢＳ証券,-1069,-942,-127
日経225mini,インタラクティブ証券,19,2,17
日経225mini,ゴールドマン証券,4550,4500,50
日経225mini,ソシエテＧ証券,-209,670,-879
日経225mini,ドイツ証券,0,-4,4
日経225mini,バークレイズ証券,-1006,-517,-489
日経225mini,ビーオブエー証券,-250,-250,0
日経225mini,フィリップ証券,-46,-36,-10
日経225mini,マネックス証券,147,-3,150
日経225mini,モルガンＭＵＦＧ証券,14500,1000,13500
日経225mini,三田証券,0,5,-5
日経225mini,三菱ＵＦＪｅスマート,213,81,132
日経225mini,光世証券,0,-1,1
日経225mini,共和証券,-1,0,-1
日経225mini,岩井コスモ証券,2,0,2
日経225mini,広田証券,5,3,2
日経225mini,日産証券,120,45,75
日経225mini,松井証券,151,41,110
日経225mini,楽天証券,433,114,319
日経225mini,立花証券,-1,0,-1
日経225mini,豊証券,7,0,7
日経225mini,野村証券,9,9,0
日経225mini,ＡＢＮクリアリン証券,-20939,-8698,-12241
日経225mini,ＢＮＰパリバ証券,-4199,-4198,-1
日経225mini,ＪＰモルガン証券,461,1910,-1449
日経225mini,ＳＢＩ証券,1034,327,707
日経225mini,ＵＢＳ証券,5000,5000,0
日経225先物,みずほ証券,-9014,-7338,-1676
日経225先物,インタラクティブ証券,-337,-138,-199
日経225先物,ゴールドマン証券,-10131,-6264,-3867
日経225先物,サスケハナ・ホンコン,691,819,-128
日経225先物,シティグループ証券,3700,3423,277
日経225先物,ソシエテＧ証券,7329,8382,-1053
日経225先物,ドイツ証券,1874,1921,-47
日経225先物,ナティクシス証券,-856,-856,0
日経225先物,バークレイズ証券,11680,11011,669
日経225先物,ビーオブエー証券,747,3061,-2314
日経225先物,フィリップ証券,-73,0,-73
日経225先物,モルガンＭＵＦＧ証券,-15769,-13338,-2431
日経225先物,三菱ＵＦＪ証券,-8251,-9318,1067
日経225先物,三菱ＵＦＪｅスマート,0,131,-131
日経225先物,光世証券,-14,-11,-3
日経225先物,大和証券,1860,1626,234
日経225先物,岡三証券,0,-78,78
日経225先物,岩井コスモ証券,-40,0,-40
日経225先物,広田証券,-9,0,-9
日経225先物,日産証券,2553,2525,28
日経225先物,東海東京証券,-96,0,-96
日経225先物,松井証券,0,-45,45
日経225先物,楽天証券,492,237,255
日経225先物,立花証券,-108,-128,20
日経225先物,証券ジャパン,-1,-2,1
日経225先物,野村証券,31032,32302,-1270
日経225先物,ＡＢＮクリアリン証券,7432,528,6904
日経225先物,ＢＮＰパリバ証券,1533,850,683
日経225先物,ＨＳＢＣ証券,-34418,-33696,-722
日経225先物,ＪＰモルガン証券,-1340,-4141,2801
日経225先物,ＳＢＩ証券,317,-15,332
日経225先物,ＳＭＢＣ日興証券,4650,4398,252
日経225先物,ＵＢＳ証券,3999,3856,143
